Route_Name,Start_Location,End_Location,Station_Name,Station_Type,Latitude,Longitude,Station_Distance_km,Distance_from_End_km,Fare_INR,Travel_Time_min
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 102,Bus,18.518148,73.842025,3.402,2.576,13,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 103,Bus,18.519945,73.843328,3.437,2.541,14,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 104,Bus,18.520229,73.846141,3.472,2.506,13,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 105,Metro,18.520557,73.844108,3.506,2.472,14,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 106,Bus,18.521147,73.843863,3.541,2.437,13,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 107,Bus,18.520414,73.844091,3.576,2.402,14,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 108,Bus,18.520332,73.843436,3.611,2.367,14,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 109,Bus,18.520845,73.843832,3.646,2.332,14,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 110,Bus,18.523368,73.842415,3.681,2.297,14,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 111,Metro,18.522349,73.84276,3.716,2.262,13,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 112,Bus,18.521706,73.845063,3.751,2.227,13,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 113,Bus,18.522418,73.843471,3.785,2.193,14,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 114,Bus,18.522078,73.845019,3.82,2.158,14,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 115,Bus,18.522349,73.84479,3.855,2.123,14,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 116,Bus,18.523253,73.844237,3.89,2.088,14,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,JM Road,Bus,18.525215,73.845407,3.925,2.053,14,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,JM Road,Bus,18.52188,73.845049,3.925,2.053,15,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 119,Bus,18.523266,73.845691,3.96,2.018,15,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 120,Bus,18.523457,73.845026,3.995,1.983,14,13
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 121,Bus,18.52479,73.84592,4.029,1.949,15,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 122,Bus,18.523722,73.845069,4.064,1.914,15,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 123,Bus,18.524597,73.844923,4.099,1.879,15,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 124,Bus,18.526685,73.845879,4.134,1.844,16,11
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 125,Bus,18.524559,73.846398,4.169,1.809,14,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 126,Bus,18.527561,73.846599,4.203,1.775,16,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 127,Bus,18.524944,73.845494,4.238,1.74,14,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 128,Bus,18.527468,73.845425,4.273,1.705,14,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 129,Bus,18.527105,73.84672,4.308,1.67,16,18
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 130,Bus,18.526304,73.846161,4.343,1.635,16,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 131,Metro,18.524748,73.845499,4.377,1.601,15,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 132,Bus,18.527434,73.845429,4.412,1.566,16,12
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 133,Metro,18.529238,73.845392,4.447,1.531,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 134,Bus,18.527875,73.84675,4.482,1.496,16,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 135,Bus,18.529676,73.845606,4.517,1.461,17,18
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 136,Bus,18.529749,73.846872,4.551,1.427,16,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 137,Bus,18.528328,73.847342,4.586,1.392,16,18
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 138,Metro,18.529568,73.846602,4.621,1.357,17,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 139,Bus,18.52976,73.846883,4.656,1.322,16,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Shivaji Nagar Bus Stand,Bus,18.530091,73.84783,4.691,1.287,16,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Shivaji Nagar Bus Stand,Bus,18.531269,73.84631,4.691,1.287,16,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 142,Bus,18.531851,73.846023,4.725,1.253,16,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 143,Metro,18.530169,73.848341,4.759,1.219,16,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 144,Bus,18.53066,73.847657,4.793,1.185,16,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 145,Metro,18.530414,73.848046,4.827,1.151,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 146,Bus,18.530254,73.849405,4.861,1.117,17,14
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 147,Bus,18.531156,73.848456,4.895,1.083,16,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 148,Metro,18.531735,73.849541,4.929,1.049,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 149,Bus,18.53181,73.850084,4.963,1.015,17,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 150,Bus,18.530642,73.849417,4.998,0.98,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 151,Bus,18.532048,73.850638,5.032,0.946,16,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 152,Bus,18.531578,73.850529,5.066,0.912,17,15
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 153,Bus,18.532762,73.850247,5.1,0.878,17,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 154,Bus,18.532323,73.850843,5.134,0.844,18,16
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 155,Bus,18.531856,73.852169,5.168,0.81,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 156,Bus,18.532835,73.852226,5.202,0.776,17,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 157,Bus,18.533364,73.851877,5.236,0.742,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 158,Bus,18.533011,73.851897,5.27,0.708,18,21
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 159,Bus,18.532869,73.852326,5.304,0.674,18,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 160,Bus,18.532833,73.853191,5.339,0.639,18,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Civil Court Metro,Metro,18.532245,73.854674,5.373,0.605,17,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Civil Court Metro,Metro,18.532095,73.852029,5.373,0.605,19,17
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 163,Bus,18.533691,73.853327,5.408,0.57,18,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 164,Bus,18.533129,73.852891,5.444,0.534,18,22
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 165,Metro,18.532484,73.851365,5.479,0.499,17,18
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 166,Bus,18.532419,73.851235,5.515,0.463,19,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 167,Bus,18.533004,73.851353,5.551,0.427,18,21
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 168,Bus,18.531428,73.850908,5.586,0.392,19,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 169,Bus,18.532283,73.850408,5.622,0.356,19,21
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 170,Bus,18.53116,73.850748,5.657,0.321,18,21
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 171,Metro,18.531878,73.849842,5.693,0.285,18,19
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 172,Bus,18.53117,73.850127,5.729,0.249,18,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 173,Bus,18.530253,73.848509,5.764,0.214,18,22
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 174,Bus,18.530702,73.849159,5.8,0.178,19,21
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 175,Bus,18.53139,73.850204,5.835,0.143,20,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 176,Metro,18.531692,73.84859,5.871,0.107,19,18
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 177,Bus,18.530855,73.84761,5.906,0.072,19,22
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,SWA-SHI Stop 178,Bus,18.53072,73.847875,5.942,0.036,20,20
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Shivaji Nagar End,Bus,18.530858,73.847138,5.978,0.0,19,20
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 001,Bus,18.507426373745854,73.80763796088239,0.0,13.636,5,0
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 002,Bus,18.51853377230219,73.80693700916862,1.24,12.396,6,3
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 003,Bus,18.529621114063485,73.80615394369767,2.479,11.157,6,6
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 004,Metro,18.5407654466923,73.80551364662205,3.719,9.917,7,9
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 005,Bus,18.55193113842883,73.80473574575153,4.959,8.678,7,12
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 006,Bus,18.563035251409875,73.80402813688558,6.198,7.438,8,15
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 007,Bus,18.57417323121527,73.8033202129098,7.438,6.198,9,18
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 008,Bus,18.585277426364275,73.80259600659139,8.678,4.959,9,21
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 009,Bus,18.596402802399663,73.80187781810804,9.917,3.719,10,24
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 010,Bus,18.607544678909644,73.80115441676111,11.157,2.479,11,27
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 011,Bus,18.618682323175506,73.80039208356177,12.396,1.24,11,30
Kothrud Depot–PCMC,Kothrud Depot,PCMC,Kothrud Depot Stop 012,Bus,18.6298014056477,73.79971140743858,13.636,0.0,12,33
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 001,Bus,18.501055424348728,73.86268600323699,0.0,3.678,5,0
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 002,Bus,18.50292177748504,73.86170025352095,0.23,3.448,5,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 003,Bus,18.50478222336231,73.86082356046755,0.46,3.218,5,1
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 004,Bus,18.506624964803713,73.85986422253241,0.69,2.988,5,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 005,Bus,18.508519824677872,73.8588499933211,0.92,2.759,5,2
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 006,Bus,18.510372886372977,73.85797028183858,1.149,2.529,6,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 007,Bus,18.51219398552947,73.85699304902013,1.379,2.299,6,3
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 008,Metro,18.51406907496351,73.85603437481865,1.609,2.069,6,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 009,Bus,18.515960121316546,73.85508631288134,1.839,1.839,6,4
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 010,Bus,18.517770482752262,73.85410607972781,2.069,1.609,6,5
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 011,Bus,18.51965051413683,73.85320741792464,2.299,1.379,6,6
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 012,Bus,18.521536151208082,73.85220325357503,2.529,1.149,6,6
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 013,Bus,18.523385829617453,73.85124203440454,2.759,0.92,6,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 014,Bus,18.52523968800499,73.8503020451994,2.989,0.69,6,7
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 015,Bus,18.527098678329406,73.84938274065716,3.218,0.46,7,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 016,Bus,18.528946972311683,73.84839829030157,3.448,0.23,7,8
Swargate–Shivaji Nagar,Swargate,Shivaji Nagar,Swargate Stop 017,Bus,18.530861458712717,73.84744979036283,3.678,0.0,7,9
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 001,Bus,18.52884031188952,73.8744466160314,0.0,6.296,5,0
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 002,Bus,18.524600939362053,73.88176752544038,0.899,5.397,5,2
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 003,Bus,18.520433900453426,73.88906201896141,1.799,4.497,6,4
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 004,Bus,18.516259175071518,73.89640536791825,2.698,3.598,6,6
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 005,Bus,18.512090008657616,73.90368624012054,3.598,2.698,7,9
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 006,Bus,18.507880777904244,73.91102195481685,4.497,1.799,7,11
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 007,Bus,18.503721364617526,73.91829496523151,5.397,0.899,8,13
Pune Station–Hadapsar,Pune Station,Hadapsar,Pune Station Stop 008,Bus,18.499540403315986,73.92557227376042,6.296,0.0,8,15
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 001,Bus,18.528793416830183,73.87447925464028,0.0,6.839,5,0
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 002,Metro,18.530364896162027,73.87881929384221,0.489,6.351,5,1
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 003,Bus,18.53199116149271,73.88309952933687,0.977,5.862,5,2
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 004,Bus,18.53354224973055,73.88746109582796,1.466,5.374,6,4
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 005,Metro,18.53517310140062,73.89176093783739,1.954,4.885,6,5
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 006,Bus,18.53673502043188,73.89608711690677,2.443,4.397,6,6
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 007,Bus,18.538284564678534,73.90038843279255,2.931,3.908,6,7
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 008,Bus,18.539915005895637,73.90469539341974,3.42,3.42,7,8
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 009,Bus,18.54145827981882,73.90905080130075,3.908,2.931,7,9
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 010,Bus,18.543022144612106,73.91338232468212,4.397,2.443,7,11
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 011,Bus,18.544624009568732,73.91771129083894,4.885,1.954,7,12
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 012,Bus,18.546230849224113,73.92202311717945,5.374,1.466,8,13
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 013,Bus,18.547815159901027,73.92631813221018,5.862,0.977,8,14
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 014,Bus,18.549400748608466,73.93069142218921,6.351,0.489,8,15
Pune Station–Kharadi,Pune Station,Kharadi,Pune Station Stop 015,Bus,18.55096129393616,73.93499395858717,6.839,0.0,8,16
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 001,Bus,18.626051665214966,73.81214381114387,0.0,4.001,5,0
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 002,Bus,18.62687928162002,73.81449771070547,0.267,3.735,5,1
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 003,Bus,18.62772166227579,73.81686031262151,0.534,3.468,5,1
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 004,Bus,18.628588346338123,73.81924683382708,0.8,3.201,5,2
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 005,Bus,18.62940364665209,73.82165676591485,1.067,2.934,6,3
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 006,Bus,18.63021723903818,73.82404861458038,1.334,2.668,6,3
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 007,Bus,18.63107628599182,73.8264007978632,1.601,2.401,6,4
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 008,Metro,18.631913091487647,73.82874136454167,1.867,2.134,6,4
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 009,Bus,18.632707023589365,73.8311778447806,2.134,1.867,6,5
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 010,Metro,18.633533131743672,73.83352998962748,2.401,1.601,6,6
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 011,Bus,18.63439514672723,73.83595028216212,2.668,1.334,6,6
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 012,Metro,18.635188961183054,73.83830440741279,2.934,1.067,6,7
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 013,Bus,18.636064624625263,73.84067444744313,3.201,0.8,7,8
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 014,Bus,18.63684589051017,73.84307748354263,3.468,0.534,7,8
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 015,Bus,18.637692284050164,73.84544218833986,3.735,0.267,7,9
Pimpri–Bhosari,Pimpri,Bhosari,Pimpri Stop 016,Bus,18.63851910039592,73.8478014804345,4.001,0.0,7,10
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 001,Bus,18.507417983436863,73.80760839706183,0.0,7.437,5,0
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 002,Bus,18.50864053190264,73.81157550890084,0.437,6.999,5,1
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 003,Bus,18.5099164467259,73.8155077246857,0.875,6.562,5,2
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 004,Bus,18.511184814370527,73.81943451333989,1.312,6.124,6,3
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 005,Bus,18.512415866911436,73.82335298734232,1.75,5.687,6,4
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 006,Bus,18.51368936813953,73.82728343132091,2.187,5.249,6,5
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 007,Bus,18.514927321570372,73.83124066254057,2.625,4.812,6,6
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 008,Bus,18.516220611434083,73.8351647716408,3.062,4.375,7,7
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 009,Bus,18.517481332430165,73.83909604321846,3.5,3.937,7,8
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 010,Bus,18.518733764982382,73.84302696489887,3.937,3.5,7,9
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 011,Bus,18.520000253166696,73.8469573881818,4.375,3.062,7,10
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 012,Bus,18.521241863311207,73.85091465662737,4.812,2.625,7,12
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 013,Metro,18.522512640129463,73.8548287990493,5.25,2.187,8,13
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 014,Metro,18.523790789576125,73.85871786293093,5.687,1.75,8,14
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 015,Bus,18.525019005766246,73.86266539727222,6.125,1.312,8,15
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 016,Bus,18.526282347874968,73.86665606326565,6.562,0.875,8,16
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 017,Bus,18.52754479246754,73.87052490686449,6.999,0.437,8,17
Kothrud Depot–Pune Station,Kothrud Depot,Pune Station,Kothrud Depot Stop 018,Bus,18.528835441280716,73.87445652764596,7.437,0.0,9,18
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 001,Metro,18.501066721382347,73.86267058677352,0.0,9.43,5,0
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 002,Bus,18.504909955351057,73.8682123233535,0.725,8.704,5,2
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 003,Metro,18.508767947991203,73.87379820235266,1.451,7.979,6,3
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 004,Bus,18.512605613512754,73.87936299873421,2.176,7.253,6,5
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 005,Bus,18.516431637171316,73.8849245749325,2.902,6.528,6,7
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 006,Bus,18.520261939377942,73.8905114346891,3.627,5.803,7,9
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 007,Bus,18.52405876539245,73.89605397376302,4.352,5.077,7,10
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 008,Metro,18.527924746961094,73.90164011476931,5.078,4.352,8,12
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 009,Bus,18.53176642009959,73.90720241927393,5.803,3.627,8,14
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 010,Bus,18.535632872431865,73.91274173740378,6.528,2.901,8,16
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 011,Bus,18.539477118094275,73.91830557439621,7.254,2.176,9,17
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 012,Metro,18.54331101772281,73.92385169091513,7.979,1.451,9,19
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 013,Bus,18.547152573705027,73.92940276172051,8.704,0.725,9,21
Swargate–Kharadi,Swargate,Kharadi,Swargate Stop 014,Bus,18.550981919389173,73.93495225759227,9.43,0.0,10,23
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 001,Bus,18.499525473108875,73.92557841679694,0.0,19.644,5,0
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 002,Bus,18.50951431577905,73.91591330236238,1.511,18.133,6,4
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 003,Bus,18.519585561517886,73.90621693969594,3.023,16.622,7,7
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 004,Bus,18.529634569397583,73.8965208488897,4.534,15.11,7,11
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 005,Bus,18.53962675602018,73.88684648323729,6.045,13.599,8,15
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 006,Bus,18.54965139994649,73.87716888614024,7.556,12.088,9,18
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 007,Bus,18.559635900797172,73.86751277695262,9.068,10.577,10,22
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 008,Metro,18.56969000575017,73.85780880811252,10.579,9.066,10,25
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 009,Bus,18.579697920375317,73.84810626036608,12.09,7.555,11,29
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 010,Bus,18.589662924673313,73.83846343251706,13.601,6.044,12,33
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 011,Bus,18.599776388923406,73.82873699469468,15.112,4.533,13,36
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 012,Bus,18.609788605711902,73.8190617834758,16.623,3.022,13,40
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 013,Bus,18.61973118535458,73.80939153580441,18.134,1.511,14,44
Hadapsar–PCMC,Hadapsar,PCMC,Hadapsar Stop 014,Bus,18.629789624855416,73.79972071814501,19.644,0.0,15,47
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 001,Bus,18.528778706133195,73.87449044500802,0.0,12.655,5,0
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 002,Bus,18.534496270903247,73.87080840380098,0.744,11.91,5,2
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 003,Bus,18.540216310498415,73.86713237707646,1.489,11.166,6,4
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 004,Bus,18.54598751878539,73.86352028486814,2.233,10.421,6,5
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 005,Bus,18.551666443971406,73.8598058026032,2.978,9.677,6,7
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 006,Bus,18.557421719558537,73.85615486971801,3.722,8.932,7,9
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 007,Bus,18.56312382196252,73.85248305713615,4.467,8.188,7,11
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 008,Metro,18.568827885826447,73.84879969415245,5.211,7.444,8,13
Pune Station–Pimpri,Pune Station,Pimpri,Pune Station Stop 009,Bus,18.574565852803012,73.84516177046844,5.955,6.699,8,14
